DEANNA,Divine, Valley
DEANNE,Divine
DEBBIE,From the name DEBORAH
DEBBY,From the name DEBORAH
DEBORAH,To Speak Kind Words
DEBRA,From the name DEBORAH
DEIDRA,Sorrowful, Wanderer
DEIONDRE,Valley
DEIRDRA,Sorrowful, Wanderer
DEITER,Army of the People
DEJAH,Before
DEKA,Pleasing
DEL,Short for names beginning with DEL
DELAINE,Descendent of the Challenger
DELANEY,Descendant of the Challenger
DELBERT,Bright Like Daytime
DELFINA,Dolphin
DELIA,From the name CORDELIA
DELILA,Hair or Poor
DELILAH,Hair or Poor
DELIZ,From DEAN and LIZ
DELLA,Of the Nobility
DELORES,From the name DOLORES
DELPHINE,From the Flower (Fr)
DELTA,Mouth of a River
DELU,The Only Girl (Af)
DEMBE,Peace
DEMETRIA,From Demeter (Gk)
DEMETRIUS,Goddess of Fertility
DEMI,Half, Small
DEMITRIUS,Lover of the Earth
DEMPSTER,Judge
DEN'E,Beautiful One
DENA,Valley or Vindicated (Hb)
DENALI,Great One
DENIS,From the name DENNIS
DENISE,Feminine form of DENNIS
DENNA,Glen, Valley
DENNIS,Wild, Frenzied
DENVER,Green Valley
DEO,Godlike
DEON,Divine Quieen
DERBY,From the Village of Danes
DEREK,Famous Ruler
DEREX,From the name DEREK
DERICA,Beloved Leader
DERMOT,Envy Free
DERORA,Running Streams (Hb)
DERRICK,From the name DEREK
DERRON,Great
DERRY,From DERICA
DES,Short for names beginning with DES
DESANA,Longed For
DESDEMONA,Of the Devil
DESI,From the name DESIDERIO
DESIDERIO,Desire (Sp)
DESIREE,Desired
DESMOND,The World
DESSA,Roaming
DESTINY,One's Fate
DEVA,Celestial Spirit
DEVAKI,A God
DEVI,Goddess of Power (Hn)
DEVIN,Poet
DEVON,Poet
DEVORAH,From the name DEBORAH (Hb)
DEVORIT,Form of DEBORAH
DEWEY,From the name DAVID (Wl)
DEWITT,Blond
DEXTER,Dexterous
DEXTRA,Form of DEXTER
DIALLO,Bold (Af)
DIANA,Divine
DIANE,From the name DIANA
DIANNE,From the name DIANA
DIANTHA,Divine Flower (Gk)
DIANTHE,Flower of the Gods
DIATA,Lion (Af)
DICK,Powerful, Rich Ruler
DIDIER,Desire
DIDRIKA,Leader of the People (Gr)
DIEGO,St. James (Sp)
DILLAN,Form of DILLON
DILLIAN,An Idol
DILLON,Faithful
DINA,From the name DEAN
DINAH,From the name DEAN
DINO,Little Sword
DION,From the name DIONYSIUS
DIONNE,From DIANA
DIONYSIUS,God of Wine & Revelry
DIONYSUS,From the name DENNIS
DIOR,Golden
DIRK,From the name DEREK
DIXIE,From the South in the U.S.
DIXON,Richard's Son
DMITRI,From the name DEMITRIUS
DOANE,Dune Dweller
DOCTOR,The 7th son of the 7th son
DODA,Aunt
DOI,Mountain
DOLLY,From the name DOROTHY or DOLORES
DOLORES,Lady of Sorrows (Sp)
DOLPH,From the name RANDOLPH
DOM,From the name DOMINICK
DOMANI,Belonging to the Lord
DOMINIC,From the name DOMINICK
DOMINICK,Belonging to God
DOMINIQUE,Of God
DOMINY,From the name DOMINICK
DON,From the name DONALD
DONAGH,Brown Warrior
DONAHI,Big Soul
DONAL,World Mighty
DONALD,Brown Stranger
DONAT,Given
DONELLE,Form of DONAL
DONNA,Lady, Woman
DONNEL,A Hill
DONNICA,Lady
DONNY,From the name DONALD OR DONNEL
DONOVAN,Dark Warrior
DORA,Gift
DORCAS,A Gazelle
DORE,A Gift
DORI,From the name DORE
DORIA,From the name DORIAN
DORIAN,From the name DORE
DORIE,From the name DORIS
DORINDA,Talented (Sp)
DORIS,A Shiny Knife
DORIT,From the name DORIS
DOROTHEA,From the name DOROTHY (Gk)
DOROTHY,Gift of God
DORSET,A Tribe
DORSEY,From the name DORSET
DORY,From the name DOROTHY
DOT,From the name DOROTHY
DOTTY,From the name DOROTHY
DOUG,From the name DOUGLAS
DOUGAL,From the name DOUGLAS
DOUGLAS,Black Hill
DOUGLASS,From the name DOUGLAS
DOYLE,Dark Foreigner
DOYT,From the name DWIGHT
DRAKE,Dragon
DREAMA,Joyous Music
DREW,Trustworthy
DRU,Form of DREW
DUANE,From the name WAYNE
DUC,Moral, Good (Vt)
DUDLEY,From the Meadow
DUENA,Protect the Companion (Sp)
DUFF,Baker (Br)
DUGAN,Dark-Colored
DUKA,All (Af)
DUKE,Leader
DULCE,From the name DULCEA
DULCEA,Sweet
DULCINA,Rose
DULCINEA,Sweet
DUMI,The Inspirer (Af)
DUNCAN,Dark Skinned Warrior
DUNIXI,God of Wine
DUNJA,Fruit Quince
DUNN,Brown
DUNNE,From the name DUNN
DUSCHA,Divine Spirit (Rs)
DUSTIN,Warrior
DUSTY,From the name DUSTIN
DWAYNE,The Way
DWIGHT,White, fair one
DYAN,From the name DIANE
DYANI,Gazelle (Nat.Am)
DYANNE,From the name DIANE
DYLAN,From the name DILLON
DYLLIS,Sincere
DYRE,Dear Heart
DYSIS,Sunset
EADOIN,Blessed with Many Friends (Ir)
EAMON,Form of EDMUND
EARL,Pledge, Nobleman
EARLENE,Pledge
EARNEST,Form of ERNEST
EASTER,From the Holiday
EAVAN,Fair Form
EBONY,Dark Strength
ECHO,Sound Returned (Gk)
ED,From the name EDWARD
EDALENE,Noble, King
EDALINE,Noble, King
EDANA,Tiny Flame
EDDA,With Clear Goals
EDDIE,From the name EDWARD
EDDY,From the name EDWARD
EDELINE,High Born
EDEN,Paradise
EDENA,Form of EDNA (HI)
EDGAR,Great Spearman
EDIE,From the name EDITH
EDISON,Son of Ed
EDITA,From the name EDITH (Sp)
EDITH,Happy
EDMUND,Protector
EDNA,Desired
EDRIC,Prosperous Ruler
EDWARD,Happy Guardian
EDWARDO,From the name EDWARD
EDWIN,Prosperous Friend
EDWINA,Fem. form of EDWIN
EDYTHE,From the name EDITH
EFFIE,Melodious Tlak
EFRAT,Honored, Distinguished
EFREM,From the name EPHRAIM
EGAN,Little Fire
EILEEN,From the name EVELYN
EILIS,Noble, Kind (Ir)
EITAN,Form of ETHAN
ELA,From ELLA
ELAINE,Light
ELAN,Form of HELEN
ELANA,A Tree
ELANI,Light
ELATA,Elavated
ELDA,Old
ELDEN,Older
ELDON,Of Old Age
ELDORA,Golden (Sp)
ELEANOR,Light
ELECTRA,The Shining One
ELENA,From the name ELEANOR
ELEPHTERIA,Freedom
ELGIN,Noble
ELI,From the name ELIJAH
ELIA,Form of ELIJAH
ELIAS,From the name ELIJAH
ELIE,From the name ELEANOR
ELIJAH,The Lord is My God
ELIN,Light
ELIORA,God Is My Light
ELIOT,Form of ELIJAH
ELISE,From the name ELIZABETH
ELISHA,God is Salvation
ELITA,The Chosen One
ELIZA,From the name ELIZABETH
ELIZABETH,God's Oath
ELJAH,Form of ELIJAH
ELKAN,Belonging to God
ELKE,Form of ALEXANDRA
ELLA,From the name ELEANOR
ELLARD,Nobly Brave
ELLE,Woman, Girl
ELLEMA,Milking a Cow (Af)
ELLEN,From the name ELEANOR
ELLERY,Elder Tree Island
ELLIE,From the name ELEANOR
ELLIOT,From the name ELIJAH
ELLIOTT,From the name ELLIOT
ELLIS,From the name ELIJAH
ELMO,Protector
ELOISE,From the name LOIS
ELSA,From the name ELIZABETH
ELSIE,From the name ELIZABETH
ELSPETH,From the name ELIZABETH
ELTON,The Old Town
ELU,Full of Grace (Nat.Am)
ELVIN,Friend of Elves
ELVINA,Fem. form of ELVIN
ELVIRA,Impartial Judgement
ELVIS,All Wise
ELY,Form of ELI
ELYSIA,The Blessed Home
EMANUEL,God is With Us
EMANUELE,God in Humankind
EMELE,From the name AMELIA
EMENE,Don't Do Harm (Af)
EMERA,Industrious
EMERALD,A Bright Green Gem
EMERY,Ruler of Work
EMIL,To Emulate, Copy
EMILIA,From the name EMILIE
EMILIE,Ambitious, Industrious
EMILIO,Form of EMIL (It)
EMILY,Industrious, Flatterer
EMMA,From the name EMILIA
EMMANUEL,From the name EMANUEL
EMMET,Industrious
EMMETT,Truth
EMMLY,Flatterer
ENID,Quiet Woman
ENNIS,Short for DENNIS
ENOS,Man
ENRICO,Form of HENRY (Sp)
EOLANDE,Land Where Dawn Appears
EPHRAIM,Very Fruitful
EPIFANIO,One Who Gives Light (Gk)
ER,Guardian
ERASMUS,To Love
ERI,My Guardian
ERIC,Honorable Ruler
ERICA,Honorable Ruler
ERIK,From the name ERIC
ERIKA,From the name ERICA
ERIMENTHA,Collector of Thoughts, Determined Protector
ERIN,Ireland
ERIS,Goddess of Strife
ERLAND,Honorable
ERMA,From the name IRMA
ERME,Form of ERMIN
ERMIN,Universal, Whole
ERNA,Earnest
ERNEST,Earnest
ERNIE,From the name ERNEST
ERNO,Form of ERNEST
ERON,Peace, Enlightened
EROS,Love
ERRIN,From the name ERIN
ERROL,To Wander
ERV,From the name IRVING
ERVIN,From the name IRVING
ERWIN,From the name IRVING
ERYK,Ever Powerful (Po)
ESBEN,God (Nd)
ESHE,Life
ESMA,Form of ESMERALDA
ESMERELDA,Emerald, Jewel
ESTEBAN,Crown of Victory (Gk)
ESTELLE,Star (Fr)
ESTER,From the name ESTHER (Sp)
ESTHER,Star
ESTRALITA,From the name STAR (Sp)
ETAN,Form of ETHAN
ETANA,Determination (Hb)
ETERNITY,Everlasting
ETHAN,Firm, Strong
ETHEL,Noble
ETHELDA,Noble in Counsel
ETTA,Dim. of Names ending in ETTA
EUDORA,Honored Gift
EUGENE,Born Lucky
EULALIA,Well Spoken
EULALIE,Sweet Talk
EUPEMIA,Spoken Well Of
EUPHEMIA,Spoken Well Of
EURIDICE,Justice
EVA,From the name EVE
EVAN,Young Warrior, Also see JOHN
EVANE,Gracious, Bearer of Good News
EVANGELINE,Like an Angel
EVANIA,Tranquil (Gk)
EVE,Life
EVELIA,Hazelnut
EVELIEN,Life
EVELYN,From the name EVE AND LINDA
EVERETT,Wild Boar, Strong
EVETTE,From the name EVE
EVIE,Life
EVITA,From the name EVE
EVONNE,From the name EVE AND ANNA
EWA,Life (Po)
EYAL,Strength (Hb)
EYDIE,Rich Gift
EZEKIEL,Strength of God
EZRA,Helper
FABIAN,Bean Grower
FABIENNE,Bean Grower (Fr)
FABIOLA,Bean Grower
FABRIZIO,One with Skillful Hands (Lt)
FABUNNI,God has Given Me This (Af)
FAIRFAX,Fair Haired
FAIRLY,The Far Meadow
FAITH,To Trust
FALA,A Crow (Nat.Am)
FALE,House
FALLON,Of a Ruling Family
FANCHON,Betrothed, Whimsical
FARICA,Chief of Peace
FARIS,Horseman/Knight
FARLEY,Sheep's Meadow
FARRAH,A Wild Donkey
FARRELL,Of Proven Courage (Ir)
FATIMA,Daughter of the Prophet
FAUSTA,Fortunate (It)
FAUSTINE,Lucky
FAVIAN,Brave Man
FAWN,Young Deer
FAY,Fairy or Elf
FAYE,Fairy or Elf
FAYLINN,Fairy Kingdom
FEDORA,Divine Gift (Gk)
FEIVEL,God Assists (Hb)
FELETI,Peace
FELICIA,Happiness
FELICITY,From the name FELICIA
FELIMY,Ever Good
FELIX,Happy and Prosperous
FELL,A Field
FELTON,Town in a Field
FENNELLA,White Shoulder (Ir)
FEORAS,Smooth Rock (Gk)
FERDINAND,To be Courageous
FERGAL,Man of Strength
FERGUS,Manly
FERGUSON,Son of FERGUS
FERN,A Fern Plant or See FERDINAND
FERNANDO,Daring, Adventurous
FERRIS,Iron Worker
FERROL,Iron Ring
FIACHRA,Irish Saint (Ir)
FICO,A Fig
FIDEL,Faithful
FIDELIA,Faithful (Sp)
FIDELIO,Faithful (It)
FIDELLA,Faithful
FIELD,A Field
FILBERT,Brilliant
FILIA,Friendship (Gk)
FILIPINA,Lover of Horses (Po)
FINEEN,Fair Offspring
FINLEY,Fair Haired One
FINN,Fair
FINNA,Fair
FINOLA,From the name FENELLA (Ir)
FIONA,White
FIONAN,Fair (Ir)
FIONN,From FIONA (Ir)
FIONNULA,From the name FIONA
FIORENZA,Flower (It)
FISK,A Fish
FISSEHA,Happiness, Joy (Af)
FLAN,Arrow
FLANNERY,Flat Land
FLAVIAN,Yellow, Blonde
FLETCHER,Arrow Maker
FLEUR,From the name FLORENCE (Fr)
FLINT,Hard Quartz Rock
FLO,From the name FLORENCE
FLORA,From the name FLORENCE (It/Sp)
FLORAMARIA,Flower of Mary
FLORENCE,Prosperous, Flowering
FLORIA,Flowering
FLORIANE,Flowering
FLORIDA,Flourishing
FLORRIE,From the name FLORENCE
FLOWER,From the name FLORENCE
FLOYD,The Hollow
FLYNN,Heir to the Redheaded (Ir)
FOLA,Honor (Af)
FONDA,To Melt
FONDEA,To Melt
FORBES,Prosperous
FORD,Road
FORDON,To Destroy
FORREST,Of the Woods, Forest
FORRESTER,Of the Forest
FORSTER,From the name FORRESTER
FORTUNE,Given to Luck (Fr)
FOSTER,From the name FORREST
FOUNTAIN,A Spring
FOX,A Fox
FOY,A Journey
FRALEY,Friar
FRAN,From the name FRANCES
FRANCES,(F) A Free Woman
FRANCESCA,From the name FRANCES
FRANCIS,(M) A Free Man
FRANK,From the name FRANCIS
FRANKLIN,Free Man
FRANZ,From the name FRANCIS
FRASIER,Stawberry
FRAYNE,Ash Tree
FRED,From the name FREDERICK
FREDDY,From the name FREDERICK
FREDERICA,From the name FREDRICA
FREDERICK,Peace
FREDRICA,Peace
FREED,Form of FREDERICK
FREEMAN,Free Man
FREJA,Norse Goddess of Love
FREMONT,Freedom Mountain
FREYA,Goddess of Love, Fertility and Beauty
FRIEDA,Peace, Joy
FRITZ,Contraction of FREDERICK
FRITZI,From the name FREIDA
FRONDE,Leafy Branch
FRUMA,One Who Is Religious (Hb)
FRYE,Seed, Offspring
FULBRIGHT,Very Light
FULLER,Occupational Surname
FYNN,Form of FINN
GABBY,From the name GABRIELLE
GABE,From the name GABRIEL
GABI,From the name GABRIELA
GABRIEL,God is my Strength
GABRIELA,From the name GABRIEL
GABRIELLA,From the name GABRIELLE
GABRIELLE,God is my Strength
GABY,From the name GABRIELLE
GAETAN,From Gaeta (Fr)
GAETANE,From Gaeta, Italy (Fr)
GAFNA,Vine
GAGE,A Pledge, A Pawn
GAIL,From the name ABIGAIL
GAILLE,Merry
GAINELL,To Profit
GAIUS,Rejoicer
GALE,A Stranger
GALEN,Calm, tranquil
GALENO,Illuminated Child (Sp)
GALI,Fountain (Hb)
GALLAGHER,Eager Helper
GALLIA,Wherewithal (gall) (Fr)
GALVIN,Sparrow
GAMADA,Glad, Pleased (Af)
GAMAL,Camel
GAMALIEL,the Lord's Prize (Hb)
GANIT,Defender
GANNON,Fair Complected
GANYA,Garden of the Lord
GARDNER,A Gardener
GARETH,Gentle
GARFIELD,Battlefield
GARREN,Guardian
GARRET,To Watch
GARRETT,To Watch
GARRICK,Leads by the Spear
GARRISON,Troops in Battle
GARRON,Guardian
GARRY,From the name GARRET
GARSON,From the name GARRISON
GARTH,A Field, Garden
GARVEY,Peace (Ir)
GARY,Spear Carrier
GATES,Barriers
GAURAV,Pride (Hn)
GAUTIER,Mighty Leader
GAVAN,White Hawk
GAVIN,Little Hawk
GAVIVI,Money is Sweet (Af)
GAVRIL,Believer in God (Rs)
GAY,Merry, Happy
GAYE,Merry, Happy
GAYLE,From the name GAIL
GAYLORD,Brave
GAYNELL,From the name GAINELL
GAZALI,Mystic (Af)
GAZELLE,Deer
GAZIT,Hewn Stone
GELLA,Joy
GELSEY,Jasmine
GEMMA,Precious Stone
GENE,Born to Nobility
GENET,Eden (Af)
GENEVA,Juniper Berry
GENEVIEVE,Form of GUINIVERE
GENNA,From the name GENEVA
GENT,Gentleman
GEOFF,From the name JEFFREY
GEOFFREY,From the name JEFFREY
GEORDI,Hill Near Meadows
GEORGE,A Tiller of the Soil (Farmer)
GEORGETTE,Fem. form of GEORGE
GEORGIA,Fem. form of GEORGE
GEORGINA,Fem. form of GEORGE
GERALD,Spear Warrior
GERALDENE,From the name GERALDINE
GERALDINE,Hard Spear
GERALDO,From the name GERALD (Sp)
GERARD,Brave (Fr)
GERDA,Guarded, Protected
GERI,From the name GERALDINE
GERIK,Swords and Riches (Po)
GERMAIN,A German (Fr)
GERMAINE,A Srpout
GERODI,Hero or Hill
GERRY,From the name GERALD
GERSHOM,A Stranger There (Hb)
GERTRUDE,Adored Warrior
GHITA,Pearl (It)
GIACOMO,The Supplanter (It)
GIANNA,God's Grace
GIBSON,Son of Gilbert
GIDEON,Great Warrior
GIGI,Brilliant, Trustworthy
GIL,Short for names beginning with GIL
GILBERT,Trusted
GILDA,Servant of God
GILES,Shield
GILI,My Joy, Rejoice
GILLESPIE,Servant of the Bishop
GILLIAN,From the name JILL
GIN,From the name VIRGINIA
GINA,From the name REGINA or VIRGINIA
GINACARLO,From JOHN & CHARLES (It)
GINATA,Flower
GINGER,From VIRGINIA or the Ginger Root
GINNY,From the name VIRGINIA
GINO,Short for names ending with GINO
GIOLLA,Servant
GIORGIO,From the name GEORGE
GIOVANNI,God is Gracious
GISELA,From the name GISELLE
GISELLE,A Promise
GITA,Good
GITANO,Gypsy
GITEL,From the name GITA
GITTEL,From the name GITA
GIULIO,Youthful (It)
GIUSEPPE,Form of JOSEPH
GIVA,Hill, High Place
GIZA,Hewn Stone
GLADYS,Lame
GLEN,A Secluded, Woody Valley
GLENDA,Divine Goodness
GLENN,From the name GLEN
GLENNA,Fem. form of GLEN
GLENNIS,From the Valley or Glen
GLENYS,Beautiful & Holy
GLORA,From the name GLORIA
GLORIA,Glory
GLORY,From the name GLORIA
GLYN,Valley (Wl)
GLYNIS,A Narrow Valley
GLYNNIS,From the name GLYNIS
GODANA,Male Child (Af)
GODFREY,God's Peace
GOLDA,Made of Gold
GOLDIE,From the name GOLDA
GOLDY,From the name GOLDA
GOMER,To Complete
GORDON,Triangular Hill
GORDY,From the name GORDON
GRACE,Grace of God
GRACIE,From the name GRACE
GRADY,Of High Rank
GRAHAM,The Gray Home
GRAM,A Grain
GRANIA,Grain Goddess
GRANT,Great
GRANVILLE,Large Village (Fr)
GRATIA,Grace
GRATIANA,Grace
GRAYSON,Son of the Grey-Haired One
GRAZIA,From the name GRACE
GREER,Watchful, Guardian
GREG,From the name GREGORY
GREGG,From the name GREGORY
GREGORY,Vigilante, Watchman
GRETA,From the name MARGARET
GRETCHEN,From the name MARGARET
GRETEL,From the name MARGARET
GRIFFIN,Mythological Beast
GRISELDA,Gray
GRIZELDA,Endless Patience
GROVER,From the Grove
GUADALUPE,River of Black Stones
GUALTIER,From the name WALTER (It)
GUBAN,Burnt (Af)
GUENEVERE,Fair One
GUIDO,Life (It)
GUINEVERE,Fair One
GUNNAR,Brave Soldiear
GUNTHER,Warrior
GUR,Baby Lion (Hb)
GURE,Left Handed (Af)
GURI,Hindu Goddess of Plenty
GUSTAV,Lord's Cane
GUY,Guide
GWEN,Form of GWENDOLYN
GWENDOLYN,Goddess of the Moon
GWYN,White, fair (Wl)
GWYNETH,Fortunate, Blessed
GYPSY,A Bohemian Traveler
HABEN,Pride (Af)
HABIB,Beloved One
HADA,Salty Place (Af)
HADAR,Glorious
HADASSAH,Myrtle Tree
HADLEY,Heath Near the Wasteland
HAILE,From the name HAYLEY
HAINES,From a Vined Cottage
HAJARI,Flight (Af)
HAL,Estate Ruler
HALEN,Hall (Sw)
HALEY,Hero
HALI,Sea (Gk)
HALONA,Fortunate (Nat.Am)
HAM,Hot
HAMAL,Lamb
HAMILTON,From the Beautiful Mountain
HAMLET,Home
HAMLIN,Lover of Home
HAMPTON,Little Town
HANA,From the name HANNAH
HANK,From the name HENRY
HANLEY,Meadow on the Cliff
HANNA,Goddess of Life
HANNAH,Grace of God
HANNELORE,Gracious
HANS,From the name JOHN (Nd)
HANZILA,Road, Path (Af)
HAO,Good, Perfect (Vt)
HARACHA,Frog (Af)
HARLAN,From the Army
HARLEY,Spacious Meadow
HARLOW,Troops on the Hill
HARMON,From the name HERMAN (Bt)
HARMONY,A Beautiful Blending
HAROLD,Army Ruler
HAROUN,Lofty
HARPER,Harp Player
HARRIET,Home Ruler
HARRISON,Son of HARRY
HARRY,From the name HAROLD
HART,Deer or Stag
HARTWELL,From the Well
HARU,Born in the Spring (Jp)
HARUKI,Shining Brightly
HARUKO,First Born (Jp)
HARUNI,Mountaineer (Af)
HARVA,Fem. form of HARVEY
HARVEY,Army Warrior
HASAD,Harvest (Tk)
HASANA,She Who Arrives First
HASTIN,Elephant
HATEYA,Footprint in the Sand (Nat.Am)
HAVEN,Safe Place
HAWA,Lazy
HAYDEN,The Rosy Meadow
HAYLEY,From the name HALEY
HAYWARD,Guardian of the Hedged Area
HAZEL,The Hazel Tree
HAZELLE,From the name HAZEL
HAZINA,Treasure (Af)
HEATH,Wasteland
HEATHER,A Shrub, Plant
HEAVYNNE,Heaven
HECTOR,Anchor, steadfast
HEDDA,War
HEDIA,Voice of the Lord (Hb)
HEDVA,Joy (Hb)
HEDWIG,Battling
HEDY,From the name HEDDA
HEDYA,From the name HEDIA
HEIDI,Short form of Adelaide
HEINZ,Household Ruler
HELAINE,From the name HELEN
HELEN,Torchlight
HELENA,From the name HELEN
HELENE,From the name HELEN
HELGA,Holy, faithful
HELIA,Sun (Gk)
HELLER,The Sun
HELOISE,From the name LOIS
HENRI,From the name HENRY
HENRIETTA,Feminine form of HENRY
HENRIK,From the name HENRY
HENRY,Ruler of the Home
HERA,Queen of Heaven
HERB,From the name HERBERT
HERBERT,Bright, excellent army or ruler
HERBST,Autumn
HEREMON,Form of Irving (Ir)
HERMAN,Person of High Rank
HERSCHEL,Deer
HERTZ,My Strife
HESPER,Evening Star (Gk)
HESTER,Star
HESTIA,Goddess of the Hearth
HEWITT,Little Smart One
HIDALGO,Noble One
HIDI,Root (Af)
HIERO,Holy
HIJA,Daughter (Af)
HILA,Praise
HILAIRE,Form of HILARY (Fr)
HILARY,Cheerful
HILDA,Protector
HILDE,From the name HILDA
HILLARY,From the name HILARY
HILZARIE,Moon and Stars
HINA,Goddess of the Moon
HINDA,Female Deer
HIROKO,Magnanimous (Jp)
HIRSI,Amulet (Af)
HOLDEN,Hollow in the Valley
HOLIDAY,Festive Day
HOLLACE,From the name HALEY
HOLLI,From the name HOLLY
HOLLIS,Hero
HOLLY,Plant With Red Berries
HOLLYE,From the name HOLLY
HOLT,Wood
HOMER,Promise
HONEY,Sweet as Honey
HONORA,Honor
HONORIA,Honor
HOPE,Trust, Faith
HORACE,Hour in Time
HORUS,Hawk (Af)
HOSEA,Salvation
HOSHI,Star (Jp)
HOSHIKO,Star (Jp)
HOUSTON,Town of Houses
HOWARD,Guardian of the Home
HOWE,From the name HOWARD
HOWELL,Alert One
HOWIE,From the name HOWARD
HUBERT,Shining of Mind
HUE,Flower (Vt)
HUELA,Fem. form of HUGH
HUEY,From the name HUGH
HUGH,Bright in Mind and Spirit
HUGO,From the name HUGH
HUMPHREY,Peace
HUNTER,One Who Hunts
HUSO,Sadness of the Bride (Af)
HUSSEIN,Handsome One
HY,From the name HYMAN
HYACINTH,The Flower
HYMAN,He who Lives in High Place
HYRONIEMUS,Holy Man
IAN,From the name JOHN
IANNA,Fem. form of IAN
IANTHE,Violet, Colored Flower
IDA,A Fortunate Warrior
IDALEE,From IDA and LEE
IDALIA,From IDALEE
IDANA,From IDA & ANNA
IDANDE,Protection
IDANIA,Hardworking, Prosperous
IDRA,A Flag
IFE,Wide, Love (Af)
IGE,Born by Breech (Af)
IGGI,Only Son (Af)
IGGY,From the name IGGI
IGNATIUS,Firey One
IKE,From the name DWIGHT or ISAAC
ILANA,Great Tree
ILARIO,Cheerful (It)
ILIT,The Best
ILO,Light, Joyous, Sunshine
ILOM,My Enemies Are Many
ILORI,Special Treasure (Af)
ILSE,Consecrated to God
ILYSSA,Rational
IMOGENE,Image, Likeness
INA,Mother
INARI,Shrimp
INDEPENDENCE,Freedom
INDIA,From India
INDIRA,God of Heaven & Thunderstorms
INDRA,God of Rain & Thunder
INEZ,From the name AGNES
INFINITY,Endless
INGA,From the name INGRID
INGE,Island
INGRID,A Meadow
INOKE,Devoted (HI)
IOKINA,God will Develop (HI)
IOLA,Violet-Colored Dawn
IOLANI,Royal Hawk
ION,Moon Man
IONA,Purple Jewel
IPO,Darling (HI)
IRA,Watchful, Descendant
IRAM,Shining
IRENE,Peace
IRIA,From the name IRIS
IRINA,Form of IRENE (Rs)
IRIS,A Play of Colors
IRISA,Iris
IRMA,God of War
IRVING,Handsome and Fair
IRYL,Play of Colors
ISAAC,He will laugh
ISABEL,Consecrated to God
ISABIS,Something Beautiful (Af)
ISADORA,Gift of Isis
ISAIAH,Salvation of God
ISHA,Woman (Hb)
ISI,Dim. of Isabel
ISIS,Most Powerful of Greek Goddesses
ISLEEN,Form of EILEEN
ISMAELA,God Listens (Hb)
ISMAIL,God will Hear
ISMET,Honor (Tk)
ISOLDE,Fair One
ISRA,Freedom (Tk)
ISRAEL,Prince of God
ISSAY,Hairy (Af)
ITA,Thirsty
ITALIA,From Italy
IVAN,From the name JOHN
IVI,From the name IVY
IVIE,From the name IVY
IVO,Form of Yves
IVRIA,From the other side of the River
IVRIT,The Hebrew Language
IVY,A Vine
IZEFIA,I have no child (Af)
IZELLAH,Little Princess
JA,Magnetic
JAALI,Powerful
JABARI,Fearless
JABILO,Medicine Man (Af)
JABIR,Comforter
JABULANI,Happy
JACE,Beautiful, Attractive
JACINTA,Purple
JACK,From the name JOHN
JACKIE,From JACQUELINE or JACLYN
JACKSON,Son of JACK
JACLYN,To Protect
JACOB,Held By the Heel
JACOBA,Supplant
JACQUELINE,To Protect
JACQUES,From the name JACOB
JACQUI,From JACQUELINE or JACLYN
JADA,Wise
JADE,Green Gemstone
JADEN,God Has Heard
JADON,God Has Heard
JADYN,God has Heard
JADZIA,Jade
JAEL,Prominent
JAFARU,Brook, Creek (Af)
JAIME,From the name JAMES (Sp)
JAIMIE,I Love
JAKE,From the name JACOB
JALEN,From JAMES and LENORE
JALENE,From JAMES and LENORE
JALIL,Friend (Ar)
JAMES,Supplanter
JAMESE,Form of JAMES
JAMIE,From the name JAMES
JAMILA,Beautiful
JAN,From the name JANET
JANA,From the name JANE
JANAE,Form of JANET
JANE,Gracious, merciful
JANEL,God's Gracious Gift
JANELLE,God is Gracious, Little Jane
JANET,Pet form of JANE
JANETTE,God is Gracious
JANIA,God is Gracious
JANICE,From the name JANE
JANINA,Form of JANE
JANINE,From the name JANE
JAPHETH,He Expands (Hb)
JARA,Slavic form of GERTRUDE
JARED,Ruler
JARIATH,Tributary Lord
JARRETT,From the name JARED
JARVIS,A Conqueror
JASMINE,A Flower in the Olive Family
JASON,Healer
JASPER,Semi-precious stone
JAVEN,Son of Japheth
JAY,A Bird in the Crow Family
JAYDEN,God has Heard
JAYME,James
JAZLYNN,From Jasmine & Lynn
JEAN,From the name JANE
JEANINE,God is Gracious
JEANNE,From the name JANE
JEB,From the name JACOB
JEFF,From the name JEFFREY
JEFFERSON,Son of Jeffrey
JEFFREY,Gift of Peace
JEMIMA,A Dove
JENGO,One with Reddish Complexion (Af)
JENIS,Genesis
JENNA,Small Bird
JENNELLE,From JENNY and NELL
JENNESSA,From JENNIFER and VANESSA
JENNIE,White Wave
JENNIFER,White Wave
JENNY,From the name JENNIFER
JENS,God is Gracious
JENSEN,God is Gracious
JERED,From JARED
JEREMIAH,From the name JEREMY
JEREMY,God Will Uplift
JERI,From the name GERALDINE
JERICA,Ruler, Spear Thrower
JERICHO,Moon City
JEROD,Descendant
JEROEN,Holy Man
JEROLD,From the name GERALD
JEROM,Holy Man
JEROME,Of Holy Name
JEROMMEKE,Holy Man
JERRELL,From GERALD & DARRELL
JERRICK,FROM JERICHO
JERRY,From the name GERALD
JERUSHA,Inheritance
JESS,From the name JESSICA
JESSE,From the name JESSICA
JESSICA,God's Grace
JESSIE,From the name JESSICA
JESUS,God Will Help
JETHRO,Outstanding, Excellent
JETT,Jet Black Gem
JEWEL,Joy
